0 0 0
4 0 0
0 6 0
0 0 0

0 0 1
4 0 1
1 3 1
0 0 1

0 0 2
2.25 0.75 2
1 3 2
0 0 2

3.25 3.75 3
2.25 0.75 3
1 3 3
3.25 3.75 3

3.25 3.75 4
2.1875 2.0625 4
1 3 4
3.25 3.75 4

2.42188 3.14062 5
2.1875 2.0625 5
1 3 5
2.42188 3.14062 5

2.42188 3.14062 6
2.1875 2.0625 6
1.65234 2.80078 6
2.42188 3.14062 6

2.42188 3.14062 7
2.1123 2.5166 7
1.65234 2.80078 7
2.42188 3.14062 7

2.42188 3.14062 8
1.96191 3.4248 8
1.65234 2.80078 8
2.42188 3.14062 8

2.1145 3.12671 9
1.96191 3.4248 9
1.65234 2.80078 9
2.1145 3.12671 9

2.1145 3.12671 10
1.92267 3.19427 10
1.65234 2.80078 10
2.1145 3.12671 10

2.1145 3.12671 11
1.92267 3.19427 11
1.83546 2.98064 11
2.1145 3.12671 11

2.1145 3.12671 12
2.0273 2.91307 12
1.83546 2.98064 12
2.1145 3.12671 12

2.02294 3.03678 13
2.0273 2.91307 13
1.83546 2.98064 13
2.02294 3.03678 13

2.02294 3.03678 14
2.0273 2.91307 14
1.93029 2.97778 14
2.02294 3.03678 14

2.02294 3.03678 15
2.00196 2.96018 15
1.93029 2.97778 15
2.02294 3.03678 15

2.02294 3.03678 16
2.00196 2.96018 16
1.97137 2.98813 16
2.02294 3.03678 16

2.0048 3.00547 17
2.00196 2.96018 17
1.97137 2.98813 17
2.0048 3.00547 17

2.0048 3.00547 18
1.99502 2.97849 18
1.97137 2.98813 18
2.0048 3.00547 18

2.0048 3.00547 19
1.99502 2.97849 19
1.98564 2.99005 19
2.0048 3.00547 19

2.0048 3.00547 20
1.99512 2.98812 20
1.98564 2.99005 20
2.0048 3.00547 20

2.0048 3.00547 21
1.99512 2.98812 21
1.9928 2.99342 21
2.0048 3.00547 21

2.0048 3.00547 22
1.99696 2.99378 22
1.9928 2.99342 22
2.0048 3.00547 22

2.0048 3.00547 23
1.99696 2.99378 23
1.99684 2.99653 23
2.0048 3.00547 23

2.00085 3.00031 24
1.99696 2.99378 24
1.99684 2.99653 24
2.00085 3.00031 24

2.00085 3.00031 25
2.00073 3.00305 25
1.99684 2.99653 25
2.00085 3.00031 25

2.00085 3.00031 26
2.00073 3.00305 26
1.99882 2.9991 26
2.00085 3.00031 26

2.00085 3.00031 27
2.00028 3.00138 27
1.99882 2.9991 27
2.00085 3.00031 27

2.00085 3.00031 28
2.00028 3.00138 28
1.99969 2.99997 28
2.00085 3.00031 28

2.00085 3.00031 29
2.00028 3.00076 29
1.99969 2.99997 29
2.00085 3.00031 29

2.00042 3.00034 30
2.00028 3.00076 30
1.99969 2.99997 30
2.00042 3.00034 30

2.00042 3.00034 31
1.99983 2.99955 31
1.99969 2.99997 31
2.00042 3.00034 31

2.00009 3.00005 32
1.99983 2.99955 32
1.99969 2.99997 32
2.00009 3.00005 32

2.00009 3.00005 33
1.99986 2.99978 33
1.99969 2.99997 33
2.00009 3.00005 33

2.00009 3.00005 34
1.99986 2.99978 34
1.99983 2.99995 34
2.00009 3.00005 34

2.00009 3.00005 35
1.99991 2.99989 35
1.99983 2.99995 35
2.00009 3.00005 35

2.00009 3.00005 36
1.99991 2.99989 36
1.99992 2.99996 36
2.00009 3.00005 36

2.00009 3.00005 37
1.99996 2.99995 37
1.99992 2.99996 37
2.00009 3.00005 37

2.00001 3 38
1.99996 2.99995 38
1.99992 2.99996 38
2.00001 3 38

2.00001 3 39
1.99996 2.99995 39
2.00006 2.99999 39
2.00001 3 39

2.00001 3 40
2 2.99997 40
2.00006 2.99999 40
2.00001 3 40

2.00001 3 41
2 2.99997 41
2.00003 2.99999 41
2.00001 3 41

2.00001 3 42
2 2.99997 42
1.99998 2.99999 42
2.00001 3 42

2.00001 3 43
2 3.00001 43
1.99998 2.99999 43
2.00001 3 43

2.00001 3 44
2 3.00001 44
1.99999 3 44
2.00001 3 44

2.00001 3 45
2 3.00001 45
1.99999 3 45
2.00001 3 45

2.00001 3 46
2 3.00001 46
1.99999 3 46
2.00001 3 46

2.00001 3 47
2 2.99999 47
1.99999 3 47
2.00001 3 47

2 3 48
2 2.99999 48
1.99999 3 48
2 3 48

2 3 49
2 3 49
1.99999 3 49
2 3 49

2 3 50
2 3 50
2 3 50
2 3 50

2 3 51
2 3 51
2 3 51
2 3 51

2 3 52
2 3 52
2 3 52
2 3 52

2 3 53
2 3 53
2 3 53
2 3 53

2 3 54
2 3 54
2 3 54
2 3 54

2 3 55
2 3 55
2 3 55
2 3 55

2 3 56
2 3 56
2 3 56
2 3 56

2 3 57
2 3 57
2 3 57
2 3 57

